Level1,Level2,Level3,Level4,Level5,Number,Address
Finnmark Finnmárku,Guovdageaidnu - Kautokeino,,,,Máze skole,"Vuolle-Máze 66
9525 Máze
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Akkarfjord skole,"Bismarvikveien 21
9650 Akkarfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Daltun skole,"Seilandsveien 310
9609 Nordre Seiland
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Fjordtun skole,"Fjordtun 1
9610 Rypefjord
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Forsøl grendehus,"Skoleveien 20
9612 Forsøl
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Hammerfest rådhus,"Rådhusplassen 1
9600 Hammerfest
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Kokelv grendehus,"Kokelvveien 39
9715 Kokelv
Finnmark Finnmárku"
Finnmark Finnmárku,Hammerfest,,,,Kvalsund kommunehus,"Rådhusvegen 18
9620 Kvalsund
Finnmark Finnmárku"
Finnmark Finnmárku,Hasvik,,,,Hasvik Rådhus,"Fjellveien 6
9593 Breivikbotn
Finnmark Finnmárku"
Finnmark Finnmárku,Hasvik,,,,Hasvik samfunnshus,"Storgata 16
9590 Hasvik
Finnmark Finnmárku"
Finnmark Finnmárku,Hasvik,,,,Sørvær samfunnshus,"Havneveien 4
9595 Sørvær
Finnmark Finnmárku"
Finnmark Finnmárku,Kárášjohka - Karasjok,,,,Niitohárji / Idrettshallen,"Niitonjárgeaidnu 20
9730 Karasjok
Finnmark Finnmárku"
Finnmark Finnmárku,Lebesby,,,,Kunes Grendehus,"Storfjordveien 99
9742 Kunes
Finnmark Finnmárku"
Finnmark Finnmárku,Lebesby,,,,"Lebesby Oppvekstsenter, gymsal","Vardeveien 11
9740 Lebesby
Finnmark Finnmárku"
Finnmark Finnmárku,Lebesby,,,,"Rådhuset, biblioteket","Strandvegen 152
9790 Kjøllefjord
Finnmark Finnmárku"
Finnmark Finnmárku,Loppa,,,,Bergsfjord Samfunnshus,"Bergsfjordveien 167
9580 Bergsfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Loppa,,,,Nuvsvåg Grendehus,"Skoltenveien 4
9582 Nuvsvåg
Finnmark Finnmárku"
Finnmark Finnmárku,Loppa,,,,Øksfjord Samfunnshus,"Njordveien 41
9550 Øksfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Loppa,,,,Sandland skole,"Øraveien 132
9585 Sandland
Finnmark Finnmárku"
Finnmark Finnmárku,Måsøy,,,,Havøysund Samfunnshus,"Nordregata 31
9690 Havøysund
Finnmark Finnmárku"
Finnmark Finnmárku,Nordkapp,,,,NIL-Huset,"Bakken 2
9760 Nordvågen
Finnmark Finnmárku"
Finnmark Finnmárku,Nordkapp,,,,TURN,"Turngata 2
9750 Honningsvåg
Finnmark Finnmárku"
Finnmark Finnmárku,Porsanger - Porsá?gu - Porsanki,,,,Billefjord sjøsamiske oppvekstsenter - gymsalen,"Gáldodievva
9710 Billefjord
Finnmark Finnmárku"
Finnmark Finnmárku,Porsanger - Porsá?gu - Porsanki,,,,Kvensk institutt,"Østre Porsangerveien 4202
9716 Børselv
Finnmark Finnmárku"
Finnmark Finnmárku,Porsanger - Porsá?gu - Porsanki,,,,Porsanger Rådhus - bibliotek,"Rådhusveien 1
9700 Lakselv
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Ä'vv Skoltesamisk museum,"Neidenveien 3828
9930 Neiden
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Bugøynes skole,"Skoleveien 1
9935 Bugøynes
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Hesseng flerbrukssenter,"Hessengveien 40
9912 Hesseng
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Pasvik Skole,"Bjørnsundveien 778
9925 Svanvik
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Samfundshuset,"Dr. Wesselsgate 18
9900 Kirkenes
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Sentralhallen,"Nybrottsveien 27B
9910 Bjørnevatn
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Tårnhallen,"Jarfjordveien 1112
9911 Jarfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Sør-Varanger,,,,Tidligere Jakobsnes Oppvekstsenter,"Ytre Lid 14
9911 Jarfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Unjárga - Nesseby,,,,Nesseby rådhus,"Soltunveien 30
9840 Varangerbotn
Finnmark Finnmárku"
Finnmark Finnmárku,Vadsø,,,,Flerbrukshuset Nobile/kultursal,"Oscarsgate 21
9800 Vadsø
Finnmark Finnmárku"
Finnmark Finnmárku,Vadsø,,,,Samfunnshuset,"Bygdeveien 14
9802 Vestre Jakobselv
Finnmark Finnmárku"
Finnmark Finnmárku,Vardø,,,,Kiberg Grendehus,"idrettsveien 5
9960 Kiberg
Finnmark Finnmárku"
Finnmark Finnmárku,Vardø,,,,Vardø Flerbrukshus,"Kirkegata 4
9950 Vardø
Finnmark Finnmárku"
Hedmark,Alvdal,,,,Sjulhustunet,"Sjulhusveien 94
2560 ALVDAL
Hedmark"
Hedmark,Åmot,,,,Åmot kulturhus,"Torget 1
2450 Rena
Hedmark"
Hedmark,Åmot,,,,Deset grendehus,"Kvennbekkveien 32
2450 Rena
Hedmark"
Hedmark,Åmot,,,,Osvang samfunnshus,"Osvangveien 2
2460 Osen
Hedmark"
Hedmark,Åsnes,,,,Rådhuskinoen kulturhus,"Rådhusgata 1
2270 Flisa
Hedmark"
Hedmark,Eidskog,,,,Eidskog Rådhus - Festsalen,"Rådhusvegen 11
2230 Skoterud
Hedmark"
Hedmark,Eidskog,,,,Magnor Ungdomslokale,"Skolevegen
2240 Magnor
Hedmark"
Hedmark,Engerdal,,,,Engerdal bibliotek,"Hyttveien 66
2443 DREVSJØ
Hedmark"
Hedmark,Engerdal,,,,Kommunehuset Enger,"Engerdalsveien 1794
2440 Engerdal
Hedmark"
Hedmark,Folldal,,,,Folldal Flerbrukshus,"Folldalsvegen 2793
2580 Folldal
Hedmark"
Hedmark,Grue,,,,"Grue rådhus, inngang kino/festsal","Rådhusplassen 2
2260 Kirkenær
Hedmark"
Hedmark,Hamar,,,,"Ajer, Ajer ungdomsskole","Ringgata 233
2315 Hamar
Hedmark"
Hedmark,Hamar,,,,"Børstad, Idrettsbygget","Furnesvegen 115
2318 Hamar
Hedmark"
Hedmark,Hamar,,,,"Hamar vest, Prestrudhallen","K. O. Bjerkelis veg 9-11
2316 Hamar
Hedmark"
Hedmark,Hamar,,,,"Midtbyen, Hamar rådhus","Vangsvegen 51
2317 Hamar
Hedmark"
Hedmark,Hamar,,,,"Nedre Vang, Ener ungdomsskole","Granvegen 8
2322 Ridabu
Hedmark"
Hedmark,Hamar,,,,"Øvre Vang, Lunden skole","Midtvangvegen 575
2324 Vang på Hedmarken
Hedmark"
Hedmark,Kongsvinger,,,,Austmarka skole,"Rindavegen 10
2224 AUSTMARKA
Hedmark"
Hedmark,Kongsvinger,,,,Brandval skole,"Bruvegen 86
2219 BRANDVAL
Hedmark"
Hedmark,Kongsvinger,,,,Holthallen,"Tajevegen 25
2211 KONGSVINGER
Hedmark"
Hedmark,Kongsvinger,,,,Kongsvinger ungdomsskole - Tråstadhallen,"Markensvegen 20
2212 KONGSVINGER
Hedmark"
Hedmark,Kongsvinger,,,,Langeland skole,"Øvre Langelandsveg 65
2214 KONGSVINGER
Hedmark"
Hedmark,Kongsvinger,,,,Lundersæter samfunnshus,"Johanne Pedersens veg 44
2218 LUNDERSÆTER
Hedmark"
Hedmark,Kongsvinger,,,,Roverud barneskole,"Skolebakken 3
2216 ROVERUD
Hedmark"
Hedmark,Kongsvinger,,,,Vennersberg skole,"Duevegen 2
2209 KONGSVINGER
Hedmark"
Hedmark,Løten,,,,Ådalsbruk skole,"Olarovegen 1
2345 Ådalsbruk
Hedmark"
Hedmark,Løten,,,,Jønsrud skole,"Jønsrudvegen 5
2340 Løten
Hedmark"
Hedmark,Løten,,,,Lund skole,"Gammalsrudvegen 6
2340 Løten
Hedmark"
Hedmark,Løten,,,,Østvang skole,"Østvangvegen 23
2340 Løten
Hedmark"
Hedmark,Nord-Odal,,,,Nord-Odal idrettshall,"Åsvegen 81
2133 Gardvik
Hedmark"
Hedmark,Nord-Odal,,,,Storsalen på Milepelen,"Bunesvegen 23
2120 Sagstua
Hedmark"
Hedmark,Os,,,,Oshallen,"Sundmoen 7
2550 Os i Østerdalen
Hedmark"
Hedmark,Rendalen,,,,Rendalen kommunehus,"Hanestadveien 1
2484 RENDALEN
Hedmark"
Hedmark,Rendalen,,,,Rendalen sjukehjem,"Søstuveien 25
2485 RENDALEN
Hedmark"
Hedmark,Ringsaker,,,,Brøttumhallen ved Brøttum barne- og ungdomsskole,"Brøttumsvegen 14
2372 Brøttum
Hedmark"
Hedmark,Ringsaker,,,,Fagerlundhallen ved Fagerlund skole,"Bekkevegen 1
2380 Brumunddal
Hedmark"
Hedmark,Ringsaker,,,,Furneshallen ved Stavsberg skole,"Kårtorpvegen 40
2320 Furnes
Hedmark"
Hedmark,Ringsaker,,,,Moelvhallen ved Moelv skole,"Skolevegen 8
2390 Moelv
Hedmark"
Hedmark,Ringsaker,,,,Mørkved skole gymsal,"Kongsvegen 98
2380 Brumunddal
Hedmark"
Hedmark,Ringsaker,,,,Neshallen,"Tingnesvegen 79
2353 Stavsjø
Hedmark"
Hedmark,Sør-Odal,,,,Disenå samfunnshus,"Finnholtvegen 91
2114 Disenå
Hedmark"
Hedmark,Sør-Odal,,,,Kulturhuset Skogtun,"P.G. Mangsets veg 1
2100 Skarnes
Hedmark"
Hedmark,Sør-Odal,,,,Oppstad samfunnshus,"Skjulstadvegen 281
2100 Skarnes
Hedmark"
Hedmark,Sør-Odal,,,,Sander samfunnshus,"Hærnesvegen 130
2116 Sander
Hedmark"
Hedmark,Sør-Odal,,,,Ullern Samfunnshus,"Ullernvegen 109
2100 Skarnes
Hedmark"
Hedmark,Stange,,,,Åsbygda skole,"Sjøvegen 2
2332 Åsvang
Hedmark"
Hedmark,Stange,,,,Ilseng samfunnshus,"Villavegen 5
2344 Ilseng
Hedmark"
Hedmark,Stange,,,,OTTESTADHALLEN,"Gubberudvegen 40
2312 Ottestad
Hedmark"
Hedmark,Stange,,,,Romedal ungdomsskole,"Mågårdvegen 24
2334 Romedal
Hedmark"
Hedmark,Stange,,,,Tangen samfunnshus,"Refling Hagensveg 49
2337 Tangen
Hedmark"
Hedmark,Stange,,,,Tingvold,"Storgata 29
2335 Stange
Hedmark"
Hedmark,Stange,,,,Vallset samfunnshus,"Måsån 10
2330 Vallset
Hedmark"
Hedmark,Stor-Elvdal,,,,Glopheim kafe,"Atneosveien 91
2476 Atna
Hedmark"
Hedmark,Stor-Elvdal,,,,Mogrenda samfunnshus,"Solliaveien 30
2476 Atna
Hedmark"
Hedmark,Stor-Elvdal,,,,Storstua Koppang,"Storgata 124
2480 Koppang
Hedmark"
Hedmark,Stor-Elvdal,,,,Strand kirkestue,"Storelvdalsveien 977
2450 Rena
Hedmark"
Hedmark,Stor-Elvdal,,,,"Universitetet i Innlandet, Evenstad","Anne Evenstads vei 80
2480 Koppang
Hedmark"
Hedmark,Tolga,,,,Tolga kulturhus-Vidarheim,"Ivarsveien 8
2540 Tolga
Hedmark"
Hedmark,Trysil,,,,Jordet samfunnshus,"Myrvollvegen 11
2430 Jordet
Hedmark"
Hedmark,Trysil,,,,Kinosalen i kulturhuset Hagelund,"Storvegen 5
2420 Trysil
Hedmark"
Hedmark,Trysil,,,,Lokalet Åsvang i Landsjøåsen,"Åsavegen 231
2422 Nybergsund
Hedmark"
Hedmark,Trysil,,,,Lund samfunnshus,"Ljørdalsvegen 1821
2425 Ljørdalen
Hedmark"
Hedmark,Trysil,,,,Østby samfunnshus,"Skogheimsvingen 6
2423 Østby
Hedmark"
Hedmark,Trysil,,,,Søre Osen samfunnshus,"Osensjøen øst 12
2428 Søre Osen
Hedmark"
Hedmark,Trysil,,,,Tørberget samfunnshus,"Matvegen 4
2429 Tørberget
Hedmark"
Hedmark,Tynset,,,,Kvikne skole,"Vollanveien 54
2512 Kvikne
Hedmark"
Hedmark,Tynset,,,,"Tylldalen, samfunnshuset","Tylldalsveien
2510 Tylldalen
Hedmark"
Hedmark,Tynset,,,,"Tynset rådhus, Smea","Torvgata 1
2500 Tynset
Hedmark"
Hedmark,Våler,,,,Våler folkebibliotek,"Vålgutua 198
2436 Våler
Hedmark"
Hordaland,Alver,,,,Alversund skule,"Alverflaten 270
5911 Alversund
Hordaland"
Hordaland,Alver,,,,Austebygd skule,"Slettevegen 870
5939 Sletta
Hordaland"
Hordaland,Alver,,,,Eikanger skule,"Fyllingsnesvegen 350
5913 Eikangervåg
Hordaland"
Hordaland,Alver,,,,Grasdal skule,"Ådlandsvegen 323
5919 Frekhaug
Hordaland"
Hordaland,Alver,,,,Hordabø skule,"Nordbøvegen 1
5937 Bøvågen
Hordaland"
Hordaland,Alver,,,,Idrettsbygget Ostereidet,"Eidavegen 574
5993 Ostereidet
Hordaland"
Hordaland,Alver,,,,Kløvheim skule,"Mykingvegen 640
5913 Eikangervåg
Hordaland"
Hordaland,Alver,,,,Knarvik barneskule,"Lonsvegen 70B
5914 Knarvik
Hordaland"
Hordaland,Alver,,,,"Leiknes skule, storstova","Storneset 15
5915 Hjelmås
Hordaland"
Hordaland,Alver,,,,Lindåshallen,"Veråsvegen 9
5955 Lindås
Hordaland"
Hordaland,Alver,,,,Meland Aktiv,"Fosseskarvegen 4
5919 Frekhaug
Hordaland"
Hordaland,Alver,,,,Myking skule,"Skauvegen 3
5957 Myking
Hordaland"
Hordaland,Alver,,,,Radøyhallen,"Idrettsvegen 13
5936 Manger
Hordaland"
Hordaland,Alver,,,,Rossland skule,"Skintveitvegen 11
5917 Vikebø
Hordaland"
Hordaland,Alver,,,,Sæbø skule,"Søre Austmarka 2
5938 Sæbøvågen
Hordaland"
Hordaland,Alver,,,,Seim skule,"Lurevegen 150
5912 Seim
Hordaland"
Hordaland,Alver,,,,Skodvin Montessoriskule,"Skodvinsvegen 1
5956 Hundvin
Hordaland"
Hordaland,Alver,,,,Vestbygd skule,"Holmemarka 5
5918 Frekhaug
Hordaland"
Hordaland,Askøy,,,,Askøy folkebibliotek,"Gamle Kleppestøvegen 2
5300 Kleppestø
Hordaland"
Hordaland,Askøy,,,,Erdal ungdomsskole,"Steinråsa 3
5306 Erdal
Hordaland"
Hordaland,Askøy,,,,Fauskanger barne- og ungdomsskole,"Fauskangervegen 283
5314 Kjerrgarden
Hordaland"
Hordaland,Askøy,,,,Kleppestø ungdomsskole,"Søre Myrane 2
5300 Kleppestø
Hordaland"
Hordaland,Askøy,,,,Ravnanger ungdomsskole,"Rindadalsvegen 37
5310 Hauglandshella
Hordaland"
Hordaland,Askøy,,,,Strusshamn barneskole,"Strusshamnvegen 39
5302 Strusshamn
Hordaland"
Hordaland,Austevoll,,,,Hundvåkøy samfunnshus,"Pollen 9
5384 Torangsvåg
Hordaland"
Hordaland,Austevoll,,,,Selbjørn skule,"Gullsmedvegen 20
5397 Bekkjarvik
Hordaland"
Hordaland,Austevoll,,,,Storebø skule,"Uteflorsvegen 12
5392 Storebø
Hordaland"
Hordaland,Austrheim,,,,Austrheimhallen,"Furulyvegen 59
5943 Austrheim
Hordaland"
Hordaland,Austrheim,,,,Kaland skule,"Vardevegen 51
5953 Fonnes
Hordaland"
Hordaland,Bergen,,,,Ådnamarka skule,"Eikhaugen 20
5262 Arnatveit
Hordaland"
Hordaland,Bergen,,,,Alvøen skole,"Janaflaten 31
5179 Godvik
Hordaland"
Hordaland,Bergen,,,,Bønes skole- Bønes arena,"Bønesberget 1
5153 Bønes
Hordaland"
Hordaland,Bergen,,,,Eidsvåg skole,"Granlien 1
5105 Eidsvåg
Hordaland"
Hordaland,Bergen,,,,Fana kulturhus,"Østre Nesttunvegen 18
5221 Nesttun
Hordaland"
Hordaland,Bergen,,,,Flaktveithallen,"Breimyra 68a
5134 Flaktveit
Hordaland"
Hordaland,Bergen,,,,Frøyahallen,"Øvre Fyllingsvei 73
5161 Laksevåg
Hordaland"
Hordaland,Bergen,,,,Fyllingsdalen idrettshall,"Shetlands-Larsens vei 11
5143 Fyllingsdalen
Hordaland"
Hordaland,Bergen,,,,Grieghallen,"Edvard Griegs plass 1
5015 Bergen
Hordaland"
Hordaland,Bergen,,,,Haukedalen skole,"Hesthaugvegen 91
5119 Ulset
Hordaland"
Hordaland,Bergen,,,,Haukeland skole,"Stemmeveien 1
5009 Bergen
Hordaland"
Hordaland,Bergen,,,,Haukelandshallen,"St. Olavs vei 50
5052 Bergen
Hordaland"
Hordaland,Bergen,,,,Hellen skole,"Helleveien 118
5043 Bergen
Hordaland"
Hordaland,Bergen,,,,Hordvik skole,"Midtre Prestavegen 18
5108 Hordvik
Hordaland"
Hordaland,Bergen,,,,Kaland skole,"Osvegen 331
5229 Kalandseidet
Hordaland"
Hordaland,Bergen,,,,Kirkevoll skole gymsal,"Fanavegen 314
5244 Fana
Hordaland"
Hordaland,Bergen,,,,Kyrkjekrinsen skole,"Åsamyrane 304
5131 Nyborg
Hordaland"
Hordaland,Bergen,,,,Laksevåghallen,"Lyderhornsveien 42
5164 Laksevåg
Hordaland"
Hordaland,Bergen,,,,Lone skule,"Lonaleitet 131
5268 Haukeland
Hordaland"
Hordaland,Bergen,,,,Lynghaug skole,"Dag Hammarskjölds vei 7
5144 Fyllingsdalen
Hordaland"
Hordaland,Bergen,,,,Mjølkeråen skole,"Marikollen 28
5136 Mjølkeråen
Hordaland"
Hordaland,Bergen,,,,Nordnes skole,"Nordnesparken 3
5005 Bergen
Hordaland"
Hordaland,Bergen,,,,"Ny-Krohnborg senter for oppvekst, idrett og kultur","Rogagaten 9
5055 Bergen
Hordaland"
Hordaland,Bergen,,,,Olsvikhallen,"Olsvikåsen 49
5183 Olsvik
Hordaland"
Hordaland,Bergen,,,,Rothaugen skole,"Rotthaugsgaten 10
5033 Bergen
Hordaland"
Hordaland,Bergen,,,,Sædalen skole,"Nye Sædalsveien 190
5099 Bergen
Hordaland"
Hordaland,Bergen,,,,Sandslihallen,"Sandslivegen 100
5254 Sandsli
Hordaland"
Hordaland,Bergen,,,,Skjold skole,"Fanavegen 59
5239 Rådal
Hordaland"
Hordaland,Bergen,,,,Slettebakken skole,"Vilhelm Bjerknes' vei 15
5081 Bergen
Hordaland"
Hordaland,Bergen,,,,Tertnes skole,"Grønskjeret 5
5114 Tertnes
Hordaland"
Hordaland,Bergen,,,,Ulriken bydelshus,"Landåsveien 31A
5097 Bergen
Hordaland"
Hordaland,Bergen,,,,Vadmyrahallen,"Lyngfaret 55
5172 Loddefjord
Hordaland"
Hordaland,Bergen,,,,Varden skole,"Vardeveien 71
5141 Fyllingsdalen
Hordaland"
Hordaland,Bergen,,,,Vitalitetssenteret,"Wolffs gate 12
5006 Bergen
Hordaland"
Hordaland,Bergen,,,,Ytre Arna skule,"Bankvegen 11
5265 Ytre Arna
Hordaland"
Hordaland,Bergen,,,,Ytrebygda skole,"Skagevegen 38
5258 Blomsterdalen
Hordaland"
Hordaland,Bergen,,,,Zinken Hopp idrettshall,"Steinsvikvegen 280
5237 Rådal
Hordaland"
Hordaland,Bjørnafjorden,,,,Fusa samfunnshus,"Gjerdevegen 50
5641 FUSA
Hordaland"
Hordaland,Bjørnafjorden,,,,Kommunetunet,"Leiro 31
5640 EIKELANDSOSEN
Hordaland"
Hordaland,Bjørnafjorden,,,,Lunde barneskule,"Klasavegen 10
5208 OS
Hordaland"
Hordaland,Bjørnafjorden,,,,Lysekloster barneskule,"Edne 11
5215 LYSEKLOSTER
Hordaland"
Hordaland,Bjørnafjorden,,,,Nore Neset ungdomsskule,"Skeismyra 10
5217 HAGAVIK
Hordaland"
Hordaland,Bjørnafjorden,,,,Os Idrettspark,"Idrettsvegen 39
5210 Os
Hordaland"
Hordaland,Bjørnafjorden,,,,Søfteland barneskule,"Lerkevegen 2
5212 SØFTELAND
Hordaland"
Hordaland,Bjørnafjorden,,,,Vognhallen,"Mobergsbakken 9
5200 OS
Hordaland"
Hordaland,Bømlo,,,,Bømlo kulturhus,"Kulturhusvegen 20
5430 Bremnes
Hordaland"
Hordaland,Bømlo,,,,Langevåg Bygdatun,"Hovlandsvegen 3
5443 Bømlo
Hordaland"
Hordaland,Bømlo,,,,Moster skule,"Espelandsjøen 1
5440 MOSTERHAMN
Hordaland"
Hordaland,Bømlo,,,,Rubbestadneset skule,"Ramskleiva 49
5420 Rubbestadneset
Hordaland"
Hordaland,Bømlo,,,,Våge skule,"Motorsportvegen 1
5437 FINNÅS
Hordaland"
Hordaland,Eidfjord,,,,Eidfjord kommunehus,"Simadalsvegen 1
5783 Eidfjord
Hordaland"
Hordaland,Etne,,,,Skakke SA,"Strondavegen 30
5590 Etne
Hordaland"
Hordaland,Etne,,,,Skånevik skule,"Milja allé 9
5593 Skånevik
Hordaland"
Hordaland,Fedje,,,,Fleirbrukshallen,"Stormarkvegen 53
5947 Fedje
Hordaland"
Hordaland,Fitjar,,,,Fitjar kultur- og idrettsbygg,"Havnavegen 1
5419 Fitjar
Hordaland"
Hordaland,Kvam,,,,Ålvik skule,"Skulevegen 2
5614 Ålvik
Hordaland"
Hordaland,Kvam,,,,Norheimsund idrettshall,"Gamle Sandvenvegen 27
5600 Norheimsund
Hordaland"
Hordaland,Kvam,,,,Øystese idrettshall,"Holmane 20
5610 Øystese
Hordaland"
Hordaland,Kvam,,,,Strandebarm skule,"Tangeråsneset 35
5630 Strandebarm
Hordaland"
Hordaland,Kvam,,,,Tørvikbygd skule,"Dragshagen 4
5620 Tørvikbygd
Hordaland"
Hordaland,Kvinnherad,,,,Hatlestrand oppvekstsenter,"Tongavegen 20
5635 HATLESTRAND
Hordaland"
Hordaland,Kvinnherad,,,,Kulturhuset Husnes,"Sentrumsvegen 37
5460 Husnes
Hordaland"
Hordaland,Kvinnherad,,,,Øyatun skule,"Steinavegen 5
5454 Sæbøvik
Hordaland"
Hordaland,Kvinnherad,,,,Rådhuset,"Rosendalsvegen 10
5470 Rosendal
Hordaland"
Hordaland,Masfjorden,,,,MASFJORDEN KOMMUNEHUS,"AUSTFJORDVEGEN 2724
5981 MASFJORDNES
Hordaland"
Hordaland,Masfjorden,,,,MATRE SKULE,"MATRE 6
5984 MATREDAL
Hordaland"
Hordaland,Masfjorden,,,,NORDBYGDA SKULE,"FENSFJORDVEGEN 494
5986 HOSTELAND
Hordaland"
Hordaland,Modalen,,,,Kommunehuset Flodmaal,"Mo 3
5729 Modalen
Hordaland"
Hordaland,Osterøy,,,,Fotlandsvåg skule,"Osterøyvegen 2689
5283 Fotlandsvåg
Hordaland"
Hordaland,Osterøy,,,,Haus skule,"Votlavegen 52
5286 Haus
Hordaland"
Hordaland,Osterøy,,,,Knausatun,"Olsnesvegen 35
5285 Bruvik
Hordaland"
Hordaland,Osterøy,,,,Kongshall forsamlingshus,"Hamrenesvegen 17
5281 Valestrand
Hordaland"
Hordaland,Osterøy,,,,Osterøy integrerings- og læringssenter,"Haugo 70
5281 Valestrandsfossen
Hordaland"
Hordaland,Osterøy,,,,Osterøyhallen,"Geitaryggen 10
5282 Lonevåg
Hordaland"
Hordaland,Øygarden,,,,Ågotneshallen,"Hamramyra 10
5363 Ågotnes
Hordaland"
Hordaland,Øygarden,,,,Bildøyhallen,"Branndalsmyra 62
5353 Straume
Hordaland"
Hordaland,Øygarden,,,,Bjorøy skule,"Bjorøyvegen 202
5177 Bjørøyhamn
Hordaland"
Hordaland,Øygarden,,,,Brattholmen skule,"Nygårdsvegen 1
5350 Brattholmen
Hordaland"
Hordaland,Øygarden,,,,Foldnes skule,"Skiftedalsvegen 1
5354 Straume
Hordaland"
Hordaland,Øygarden,,,,Hjeltefjorden arena,"Tjødnarvegen 56
5337 Rong
Hordaland"
Hordaland,Øygarden,,,,Hjelteryggen skule,"Søre Knappen 4
5355 Knarrevik
Hordaland"
Hordaland,Øygarden,,,,Spildehallen,"Grasbakken 100
5381 Glesvær
Hordaland"
Hordaland,Øygarden,,,,Stranda skule/Strandahallen,"Tveitane 13
5379 Steinsland
Hordaland"
Hordaland,Øygarden,,,,Sundhallen,"Finkelhølsvegen 56
5382 Skogsvåg
Hordaland"
Hordaland,Øygarden,,,,Tjeldstø skule,"Neset 25
5336 Tjeldstø
Hordaland"
Hordaland,Øygarden,,,,Ulveset skule,"Møvikvegen 39
5357 Fjell
Hordaland"
Hordaland,Samnanger,,,,Biblioteket på Bjørkheim,"Bjørkheim 28
5652 Årland
Hordaland"
Hordaland,Samnanger,,,,Samnanger ungdomsskule,"Tyssereinane 16
5650 Tysse
Hordaland"
Hordaland,Samnanger,,,,Samnangerheimen,"Tyssevegen 97
5650 Tysse
Hordaland"
Hordaland,Stord,,,,Huglo bygdahus,"Nordhuglo 300
5413 Huglo
Hordaland"
Hordaland,Stord,,,,Kulturhuset,"Hamnegata 1
5411 Stord
Hordaland"
Hordaland,Stord,,,,"Nysæter ungdomsskule, kultur- og idrettspark","Utslettevegen 60
5410 Sagvåg
Hordaland"
Hordaland,Stord,,,,Prestagardsskogen fleirbrukshall,"Vestlivegen 46
5414 Stord
Hordaland"
Hordaland,Sveio,,,,Førde samfunnshus,"Tittelsnesvegen 633
5555 Førde
Hordaland"
Hordaland,Sveio,,,,Sveio soknehus,"Steinhaugvegen 10
5550 Sveio
Hordaland"
Hordaland,Sveio,,,,Vikse skule,"Gullvegen 213
5550 Sveio
Hordaland"
Hordaland,Tysnes,,,,Idretts- og kulturbygget,"Rekstravegen 800
5683 Reksteren
Hordaland"
Hordaland,Tysnes,,,,Lunde bedehus,"Nedra Lunde 3
5690 Lundegrend
Hordaland"
Hordaland,Tysnes,,,,Onartun,"Onarheimsvegen 317
5694 Onarheim
Hordaland"
Hordaland,Tysnes,,,,Rådhuset,"Uggdalsvegen 301
5685 Uggdal
Hordaland"
Hordaland,Tysnes,,,,Tysnes bedehus,"Grovarvegen 15
5680 Tysnes
Hordaland"
Hordaland,Ullensvang,,,,Fjordahallen i Kinsarvik,"Sandvikevegen 18
5780 Kinsarvik
Hordaland"
Hordaland,Ullensvang,,,,Fleirbrukshallen - Jondal skule,"Vik 15
5627 Jondal
Hordaland"
Hordaland,Ullensvang,,,,Hauso samfunnshus,"Årekolvegen 11
5777 Grimo
Hordaland"
Hordaland,Ullensvang,,,,Rådhuset i Odda - biblioteket,"Opheimsgata 31
5750 Odda
Hordaland"
Hordaland,Ullensvang,,,,Røldal grendahus,"Runnane 4
5760 Røldal
Hordaland"
Hordaland,Ullensvang,,,,Skare barneskule,"Håbruvegen 70
5763 Skare
Hordaland"
Hordaland,Ullensvang,,,,Tyssohallen,"Skjeggedalsvegen 66
5770 Tyssedal
Hordaland"
Hordaland,Ulvik,,,,"Ulvik Herad, Storesalen","Skeiesvegen 5
5730 Ulvik
Hordaland"
Hordaland,Vaksdal,,,,Dale skule,"Dalseidvegen 7
5722 Dalekvam
Hordaland"
Hordaland,Vaksdal,,,,Eidsland grendahus,"Mystervegen 12
5728 Eidsland
Hordaland"
Hordaland,Vaksdal,,,,"Samfunnssalen, Vaksdal","Botnavegen 10
5725 Vaksdal
Hordaland"
Hordaland,Voss,,,,Bjørgum skule,"Tjørnahaugane 60
5709 Voss
Hordaland"
Hordaland,Voss,,,,Bulken skule,"Rekvesvegen 94
5708 Voss
Hordaland"
